Clock	Marker	Coefficient	
Horvath-pan-mammalian	cg00975350	-0.092865276	clock3
Horvath-pan-mammalian	cg01566077	-1.113568192	clock3
Horvath-pan-mammalian	cg07800922	0.111209508	clock3
Horvath-pan-mammalian	cg09200783	0.725379251	clock3
Horvath-pan-mammalian	cg10707234	-0.094207089	clock3
Horvath-pan-mammalian	cg11275232	0.635985703	clock3
Horvath-pan-mammalian	cg11690941	0.029482721	clock3
Horvath-pan-mammalian	cg16582309	0.107875858	clock3
Horvath-pan-mammalian	cg12648670	-0.001721575	clock3
Horvath-pan-mammalian	cg13959241	-0.000364898	clock3
Horvath-pan-mammalian	cg10487127	0.122723023	clock3
Horvath-pan-mammalian	cg10792727	-1.386874108	clock3
Horvath-pan-mammalian	cg05901294	-0.14966904	clock3
Horvath-pan-mammalian	cg07459759	-0.009181295	clock3
Horvath-pan-mammalian	cg18502834	-0.171486825	clock3
Horvath-pan-mammalian	cg18635807	-0.039737146	clock3
Horvath-pan-mammalian	cg19691778	-0.012920182	clock3
Horvath-pan-mammalian	cg13802785	0.002726465	clock3
Horvath-pan-mammalian	cg14023941	-0.136016046	clock3
Horvath-pan-mammalian	cg15340018	0.264567728	clock3
Horvath-pan-mammalian	cg05916870	-0.07561004	clock3
Horvath-pan-mammalian	cg08522676	-0.032349036	clock3
Horvath-pan-mammalian	cg09008979	-0.002942116	clock3
Horvath-pan-mammalian	cg09010707	-0.011350495	clock3
Horvath-pan-mammalian	cg10278760	-0.335861243	clock3
Horvath-pan-mammalian	cg14701342	0.077908984	clock3
Horvath-pan-mammalian	cg09939922	-0.042197017	clock3
Horvath-pan-mammalian	cg10128645	0.006041457	clock3
Horvath-pan-mammalian	cg10426441	0.007289339	clock3
Horvath-pan-mammalian	cg11108049	-0.024114775	clock3
Horvath-pan-mammalian	cg15600660	-0.10756761	clock3
Horvath-pan-mammalian	cg06807725	0.014084636	clock3
Horvath-pan-mammalian	cg07071132	0.117906669	clock3
Horvath-pan-mammalian	cg04902782	-4.82E-05	clock3
Horvath-pan-mammalian	cg09716123	-0.006024135	clock3
Horvath-pan-mammalian	cg11124915	0.048435238	clock3
Horvath-pan-mammalian	cg11742933	-0.362812432	clock3
Horvath-pan-mammalian	cg12591580	0.295839801	clock3
Horvath-pan-mammalian	cg08375909	-0.030372929	clock3
Horvath-pan-mammalian	cg09462662	-0.015136679	clock3
Horvath-pan-mammalian	cg10677704	-0.627960421	clock3
Horvath-pan-mammalian	cg24597392	0.261008913	clock3
Horvath-pan-mammalian	cg17905888	-0.19592542	clock3
Horvath-pan-mammalian	cg18419637	-0.451312862	clock3
Horvath-pan-mammalian	cg18433728	-0.374013641	clock3
Horvath-pan-mammalian	cg19707231	-0.092232763	clock3
Horvath-pan-mammalian	cg19719141	7.55057E-06	clock3
Horvath-pan-mammalian	cg03320248	0.08862498	clock3
Horvath-pan-mammalian	cg02968236	-0.143674636	clock3
Horvath-pan-mammalian	cg02322553	-0.044122312	clock3
Horvath-pan-mammalian	cg04725401	0.165054018	clock3
Horvath-pan-mammalian	cg05052242	0.022114964	clock3
Horvath-pan-mammalian	cg05401971	0.951121379	clock3
Horvath-pan-mammalian	cg06059859	-0.290504721	clock3
Horvath-pan-mammalian	cg17718834	0.066655416	clock3
Horvath-pan-mammalian	cg18481180	-0.145891777	clock3
Horvath-pan-mammalian	cg18543660	0.00997077	clock3
Horvath-pan-mammalian	cg19291010	-0.347719188	clock3
Horvath-pan-mammalian	cg19411464	-0.004233437	clock3
Horvath-pan-mammalian	cg00296110	-0.178103835	clock3
Horvath-pan-mammalian	cg00422680	-0.001260052	clock3
Horvath-pan-mammalian	cg13153497	-0.060454359	clock3
Horvath-pan-mammalian	cg14116948	-0.031352523	clock3
Horvath-pan-mammalian	cg14360110	0.250060265	clock3
Horvath-pan-mammalian	cg14794469	-0.028079475	clock3
Horvath-pan-mammalian	cg07900685	0.048824927	clock3
Horvath-pan-mammalian	cg08396875	-0.139144333	clock3
Horvath-pan-mammalian	cg27052685	-0.046864041	clock3
Horvath-pan-mammalian	cg27435767	-0.098367103	clock3
Horvath-pan-mammalian	cg25530799	0.001232845	clock3
Horvath-pan-mammalian	cg15301611	0.038017238	clock3
Horvath-pan-mammalian	cg17783618	0.068498767	clock3
Horvath-pan-mammalian	cg17820491	-0.085017091	clock3
Horvath-pan-mammalian	cg18918349	-0.350811425	clock3
Horvath-pan-mammalian	cg19109204	-0.262151629	clock3
Horvath-pan-mammalian	cg19323953	0.099599113	clock3
Horvath-pan-mammalian	cg21351544	0.453299203	clock3
Horvath-pan-mammalian	cg19051359	0.107015183	clock3
Horvath-pan-mammalian	cg10801485	0.188971473	clock3
Horvath-pan-mammalian	cg11355954	0.17845333	clock3
Horvath-pan-mammalian	cg11458204	0.011371505	clock3
Horvath-pan-mammalian	cg12818872	0.550764025	clock3
Horvath-pan-mammalian	cg08026739	-0.024783201	clock3
Horvath-pan-mammalian	cg08160490	-0.063817555	clock3
Horvath-pan-mammalian	cg08538268	0.398301317	clock3
Horvath-pan-mammalian	cg09009312	-0.030226717	clock3
Horvath-pan-mammalian	cg10013179	-0.061485976	clock3
Horvath-pan-mammalian	cg10439738	0.09893867	clock3
Horvath-pan-mammalian	cg25073174	0.002404314	clock3
Horvath-pan-mammalian	cg25468783	0.403062633	clock3
Horvath-pan-mammalian	cg25960060	-0.156249994	clock3
Horvath-pan-mammalian	cg26154615	0.028267114	clock3
Horvath-pan-mammalian	cg26420776	0.100836212	clock3
Horvath-pan-mammalian	cg26512254	2.638299422	clock3
Horvath-pan-mammalian	cg26973693	0.193605553	clock3
Horvath-pan-mammalian	cg02040024	0.3319775	clock3
Horvath-pan-mammalian	cg02273345	-0.094024291	clock3
Horvath-pan-mammalian	cg03513784	-0.015031399	clock3
Horvath-pan-mammalian	cg09176584	0.01672638	clock3
Horvath-pan-mammalian	cg09453226	0.011240456	clock3
Horvath-pan-mammalian	cg11215098	0.234182825	clock3
Horvath-pan-mammalian	cg11610869	0.101493014	clock3
Horvath-pan-mammalian	cg11948733	-0.250775578	clock3
Horvath-pan-mammalian	cg19663246	-0.237630503	clock3
Horvath-pan-mammalian	cg07499079	0.061774617	clock3
Horvath-pan-mammalian	cg08849105	-0.084105504	clock3
Horvath-pan-mammalian	cg09482204	-0.171227843	clock3
Horvath-pan-mammalian	cg10324939	0.000381435	clock3
Horvath-pan-mammalian	cg11803466	-0.591410288	clock3
Horvath-pan-mammalian	cg13608832	-0.207064319	clock3
Horvath-pan-mammalian	cg01712842	0.396278993	clock3
Horvath-pan-mammalian	cg14991111	0.504276666	clock3
Horvath-pan-mammalian	cg11488183	-0.237432875	clock3
Horvath-pan-mammalian	cg11541320	-0.135749846	clock3
Horvath-pan-mammalian	cg12314723	-0.16620323	clock3
Horvath-pan-mammalian	cg13935553	-0.058574935	clock3
Horvath-pan-mammalian	cg14237002	-0.622681038	clock3
Horvath-pan-mammalian	cg06158983	0.153012833	clock3
Horvath-pan-mammalian	cg14676280	-0.085346039	clock3
Horvath-pan-mammalian	cg14738500	0.079154474	clock3
Horvath-pan-mammalian	cg14988489	-0.06796279	clock3
Horvath-pan-mammalian	cg15444935	-0.019042973	clock3
Horvath-pan-mammalian	cg16390944	0.777365974	clock3
Horvath-pan-mammalian	cg16545804	0.000957502	clock3
Horvath-pan-mammalian	cg22067905	0.465575031	clock3
Horvath-pan-mammalian	cg22100382	0.038778668	clock3
Horvath-pan-mammalian	cg22267613	-0.254160748	clock3
Horvath-pan-mammalian	cg24713486	-0.013519039	clock3
Horvath-pan-mammalian	cg24856447	-0.044223318	clock3
Horvath-pan-mammalian	cg25034090	-0.198809703	clock3
Horvath-pan-mammalian	cg25943666	0.238903185	clock3
Horvath-pan-mammalian	cg26653463	-0.088647689	clock3
Horvath-pan-mammalian	cg01409964	0.214952074	clock3
Horvath-pan-mammalian	cg23207462	-0.428984257	clock3
Horvath-pan-mammalian	cg23627331	0.068874785	clock3
Horvath-pan-mammalian	cg24488281	-0.135394455	clock3
Horvath-pan-mammalian	cg25118671	-0.000366098	clock3
Horvath-pan-mammalian	cg26709300	-0.250809378	clock3
Horvath-pan-mammalian	cg26922708	0.000730594	clock3
Horvath-pan-mammalian	cg01309159	-0.115502335	clock3
Horvath-pan-mammalian	cg04533279	-0.149080119	clock3
Horvath-pan-mammalian	cg05261703	-0.160870435	clock3
Horvath-pan-mammalian	cg12421693	0.06586464	clock3
Horvath-pan-mammalian	cg12425327	0.163519366	clock3
Horvath-pan-mammalian	cg04787747	0.395064496	clock3
Horvath-pan-mammalian	cg08909367	0.080621474	clock3
Horvath-pan-mammalian	cg11417778	0.53508254	clock3
Horvath-pan-mammalian	cg01061575	0.225290178	clock3
Horvath-pan-mammalian	cg01594275	0.902701811	clock3
Horvath-pan-mammalian	cg02042055	-0.015263782	clock3
Horvath-pan-mammalian	cg01063757	-0.065475822	clock3
Horvath-pan-mammalian	cg01429475	0.713265653	clock3
Horvath-pan-mammalian	cg01990759	-0.020936714	clock3
Horvath-pan-mammalian	cg21871906	-0.100297555	clock3
Horvath-pan-mammalian	cg22057106	-0.21001078	clock3
Horvath-pan-mammalian	cg06250511	0.030755572	clock3
Horvath-pan-mammalian	cg06878766	0.72576751	clock3
Horvath-pan-mammalian	cg04368876	0.199793841	clock3
Horvath-pan-mammalian	cg04706544	0.133010484	clock3
Horvath-pan-mammalian	cg05801021	0.079315246	clock3
Horvath-pan-mammalian	cg06571003	-0.459966935	clock3
Horvath-pan-mammalian	cg24952195	0.388654918	clock3
Horvath-pan-mammalian	cg27208811	-0.0038953	clock3
Horvath-pan-mammalian	cg18024395	-0.496418442	clock3
Horvath-pan-mammalian	cg05736341	0.082337273	clock3
Horvath-pan-mammalian	cg05844902	-0.184806277	clock3
Horvath-pan-mammalian	cg00817637	-0.102153608	clock3
Horvath-pan-mammalian	cg00900456	-0.196112022	clock3
Horvath-pan-mammalian	cg01036016	0.043625568	clock3
Horvath-pan-mammalian	cg03225070	-0.035954055	clock3
Horvath-pan-mammalian	cg03225697	-0.033915032	clock3
Horvath-pan-mammalian	cg03856216	-0.018486658	clock3
Horvath-pan-mammalian	cg04363039	0.042482335	clock3
Horvath-pan-mammalian	cg04998737	0.77652788	clock3
Horvath-pan-mammalian	cg02532525	0.645200864	clock3
Horvath-pan-mammalian	cg02909927	-0.090581062	clock3
Horvath-pan-mammalian	cg05474883	1.463495247	clock3
Horvath-pan-mammalian	cg05584618	0.077621693	clock3
Horvath-pan-mammalian	cg06679388	-0.096788269	clock3
Horvath-pan-mammalian	cg06679868	-0.485470728	clock3
Horvath-pan-mammalian	cg16391501	0.092342034	clock3
Horvath-pan-mammalian	cg17357006	0.252350511	clock3
Horvath-pan-mammalian	cg18974733	-0.002108245	clock3
Horvath-pan-mammalian	cg19090691	-0.229115434	clock3
Horvath-pan-mammalian	cg19275555	0.032906195	clock3
Horvath-pan-mammalian	cg19425332	-0.08828666	clock3
Horvath-pan-mammalian	cg25651791	-0.044638282	clock3
Horvath-pan-mammalian	cg25905455	-0.199590221	clock3
Horvath-pan-mammalian	cg26616379	-1.074544955	clock3
Horvath-pan-mammalian	cg26920416	0.150984652	clock3
Horvath-pan-mammalian	cg11252613	0.005653898	clock3
Horvath-pan-mammalian	cg22234802	-0.344161736	clock3
Horvath-pan-mammalian	cg23089474	0.57092582	clock3
Horvath-pan-mammalian	cg22866580	-0.002187559	clock3
Horvath-pan-mammalian	cg23053149	-0.288810608	clock3
Horvath-pan-mammalian	cg24924928	0.08172459	clock3
Horvath-pan-mammalian	cg24975211	-0.127923574	clock3
Horvath-pan-mammalian	cg26072749	-0.141077514	clock3
Horvath-pan-mammalian	cg26598122	-0.097926748	clock3
Horvath-pan-mammalian	cg27294582	-0.022834228	clock3
Horvath-pan-mammalian	cg27430422	0.503727168	clock3
Horvath-pan-mammalian	cg27492942	-0.118860911	clock3
Horvath-pan-mammalian	cg01352789	-0.110863183	clock3
Horvath-pan-mammalian	cg01450059	-0.102338504	clock3
Horvath-pan-mammalian	cg02184281	-0.024118013	clock3
Horvath-pan-mammalian	cg27547112	0.087689373	clock3
Horvath-pan-mammalian	cg01301326	-0.063319619	clock3
Horvath-pan-mammalian	cg25410683	-0.052597306	clock3
Horvath-pan-mammalian	cg01631669	-0.312270186	clock3
Horvath-pan-mammalian	cg02376954	-0.625658462	clock3
Horvath-pan-mammalian	cg02753151	0.070525764	clock3
Horvath-pan-mammalian	cg20424997	0.731503702	clock3
Horvath-pan-mammalian	cg23869573	-0.072702424	clock3
Horvath-pan-mammalian	cg05817746	-0.006455397	clock3
Horvath-pan-mammalian	cg05866252	-0.187102817	clock3
Horvath-pan-mammalian	cg06004718	-0.209343459	clock3
Horvath-pan-mammalian	cg06244551	-0.079194018	clock3
Horvath-pan-mammalian	cg06392591	-0.021838112	clock3
Horvath-pan-mammalian	cg06413694	-0.05055116	clock3
Horvath-pan-mammalian	cg06607996	-0.351765383	clock3
Horvath-pan-mammalian	cg15254020	0.027928649	clock3
Horvath-pan-mammalian	cg16571746	0.04790418	clock3
Horvath-pan-mammalian	cg16764258	0.000148929	clock3
Horvath-pan-mammalian	cg17437489	-0.363203186	clock3
Horvath-pan-mammalian	cg17516812	-0.074905312	clock3
Horvath-pan-mammalian	cg04707251	-0.243036498	clock3
Horvath-pan-mammalian	cg05243338	-0.156998923	clock3
Horvath-pan-mammalian	cg05322294	-0.006753101	clock3
Horvath-pan-mammalian	cg05359706	0.000826214	clock3
Horvath-pan-mammalian	cg05535461	0.159065181	clock3
Horvath-pan-mammalian	cg08402704	0.144376177	clock3
Horvath-pan-mammalian	cg25139325	-0.469892649	clock3
Horvath-pan-mammalian	cg25278124	0.242845815	clock3
Horvath-pan-mammalian	cg25323457	-0.038107517	clock3
Horvath-pan-mammalian	cg25687751	-0.643612656	clock3
Horvath-pan-mammalian	cg21633990	0.031235546	clock3
Horvath-pan-mammalian	cg01772613	0.181563521	clock3
Horvath-pan-mammalian	cg03163184	0.027285849	clock3
Horvath-pan-mammalian	cg27228973	-0.071520127	clock3
Horvath-pan-mammalian	cg27245416	0.003333606	clock3
Horvath-pan-mammalian	cg02553441	-0.017165325	clock3
Horvath-pan-mammalian	cg00587168	0.014934192	clock3
Horvath-pan-mammalian	cg00643485	0.2041363	clock3
Horvath-pan-mammalian	cg01571965	0.060989714	clock3
Horvath-pan-mammalian	cg00489428	0.451606302	clock3
Horvath-pan-mammalian	cg01209550	-0.006643228	clock3
Horvath-pan-mammalian	cg01293647	-0.090441516	clock3
Horvath-pan-mammalian	cg11642756	-0.056704496	clock3
Horvath-pan-mammalian	cg14443903	-0.005264774	clock3
Horvath-pan-mammalian	cg14919591	-0.885338833	clock3
Horvath-pan-mammalian	cg15237969	-0.051187636	clock3
Horvath-pan-mammalian	cg15253243	0.241310633	clock3
Horvath-pan-mammalian	cg19296119	-0.030187804	clock3
Horvath-pan-mammalian	cg21883915	0.271452209	clock3
Horvath-pan-mammalian	cg24504442	0.762227834	clock3
Horvath-pan-mammalian	cg24866378	-0.246370936	clock3
Horvath-pan-mammalian	cg25381383	0.033765255	clock3
Horvath-pan-mammalian	cg25771548	-0.017574131	clock3
Horvath-pan-mammalian	cg21907062	0.340355424	clock3
Horvath-pan-mammalian	cg02553697	0.004054561	clock3
Horvath-pan-mammalian	cg02658193	0.078476331	clock3
Horvath-pan-mammalian	cg02783173	0.160911595	clock3
Horvath-pan-mammalian	cg02953590	0.246125906	clock3
Horvath-pan-mammalian	cg04577801	-0.052730603	clock3
Horvath-pan-mammalian	cg12713245	-0.128752436	clock3
Horvath-pan-mammalian	cg13058338	0.204865934	clock3
Horvath-pan-mammalian	cg21086539	-0.138375644	clock3
Horvath-pan-mammalian	cg22144210	0.093936868	clock3
Horvath-pan-mammalian	cg22825729	-0.280353901	clock3
Horvath-pan-mammalian	cg23059642	0.578902175	clock3
Horvath-pan-mammalian	cg23126309	0.007334863	clock3
Horvath-pan-mammalian	cg23510032	-0.127953179	clock3
Horvath-pan-mammalian	cg24024857	-0.150887265	clock3
Horvath-pan-mammalian	cg24638399	0.016383802	clock3
Horvath-pan-mammalian	cg15701287	-0.030447681	clock3
Horvath-pan-mammalian	cg17114460	0.321622952	clock3
Horvath-pan-mammalian	cg17417202	0.037063532	clock3
Horvath-pan-mammalian	cg17542246	-0.130667192	clock3
Horvath-pan-mammalian	cg17554167	0.098616125	clock3
Horvath-pan-mammalian	cg17942396	-0.024172757	clock3
Horvath-pan-mammalian	cg18223258	-0.325534132	clock3
Horvath-pan-mammalian	cg18281552	-0.194942786	clock3
Horvath-pan-mammalian	cg18814344	-0.051187126	clock3
Horvath-pan-mammalian	cg19683912	0.032065825	clock3
Horvath-pan-mammalian	cg20432508	0.372522727	clock3
Horvath-pan-mammalian	cg20453574	-0.024023174	clock3
Horvath-pan-mammalian	cg20945212	9.87607E-05	clock3
Horvath-pan-mammalian	cg21482536	-0.005529324	clock3
Horvath-pan-mammalian	cg23320654	0.044461028	clock3
Horvath-pan-mammalian	cg05844937	0.162402096	clock3
Horvath-pan-mammalian	cg06472065	-0.076421703	clock3
Horvath-pan-mammalian	cg07476673	0.257431391	clock3
Horvath-pan-mammalian	cg22188876	-0.149965548	clock3
Horvath-pan-mammalian	cg12382554	-0.184887548	clock3
Horvath-pan-mammalian	cg12813831	0.027144764	clock3
Horvath-pan-mammalian	cg07388493	-0.08473807	clock3
Horvath-pan-mammalian	cg18349747	0.227616723	clock3
Horvath-pan-mammalian	cg04996684	0.186591247	clock3
Horvath-pan-mammalian	cg10945667	-0.400708539	clock3
Horvath-pan-mammalian	cg13294690	-0.071546091	clock3
Horvath-pan-mammalian	cg13943045	-0.055736719	clock3
Horvath-pan-mammalian	cg15425194	0.181848899	clock3
Horvath-pan-mammalian	cg07014363	0.110807787	clock3
Horvath-pan-mammalian	cg07987507	0.054781106	clock3
Horvath-pan-mammalian	cg05456580	0.043446044	clock3
Horvath-pan-mammalian	cg18987683	-0.056409712	clock3
Horvath-pan-mammalian	cg19054310	-0.116011627	clock3
Horvath-pan-mammalian	cg07875786	0.493942107	clock3
Horvath-pan-mammalian	cg08212459	0.030526829	clock3
Horvath-pan-mammalian	cg08662919	-0.032322384	clock3
Horvath-pan-mammalian	cg27300575	-0.186010205	clock3
Horvath-pan-mammalian	cg00689383	-0.0170681	clock3
Horvath-pan-mammalian	cg01224972	0.092310293	clock3
Horvath-pan-mammalian	cg04080945	-0.075854427	clock3
Horvath-pan-mammalian	cg03626038	-0.545398615	clock3
Horvath-pan-mammalian	cg03909491	0.024160011	clock3
Horvath-pan-mammalian	cg03917360	0.098044516	clock3
Horvath-pan-mammalian	cg04817453	0.069853175	clock3
Horvath-pan-mammalian	cg06736685	-0.232400342	clock3
Horvath-pan-mammalian	cg08378313	-0.141158521	clock3
Horvath-pan-mammalian	cg05750171	-0.198750683	clock3
Horvath-pan-mammalian	cg06197482	-0.111734368	clock3
Horvath-pan-mammalian	cg06459870	-0.067471905	clock3
Horvath-pan-mammalian	cg06461219	-0.544014933	clock3
Horvath-pan-mammalian	cg20140365	0.20360502	clock3
Horvath-pan-mammalian	cg23783364	0.112686269	clock3
Horvath-pan-mammalian	cg21510166	0.120863907	clock3
Horvath-pan-mammalian	cg22063749	-0.006761592	clock3
Horvath-pan-mammalian	cg22414596	0.004551734	clock3
Horvath-pan-mammalian	cg22667099	-0.27575686	clock3
Horvath-pan-mammalian	cg25195795	0.254922867	clock3
Horvath-pan-mammalian	cg01759800	0.012859527	clock3
Horvath-pan-mammalian	cg01975510	0.874906982	clock3
Horvath-pan-mammalian	cg02073955	-0.309794322	clock3
Horvath-pan-mammalian	cg18221275	0.054334773	clock3
Horvath-pan-mammalian	cg12923877	0.30902316	clock3
Horvath-pan-mammalian	cg13581054	-0.096933726	clock3
Horvath-pan-mammalian	cg13705955	0.003423817	clock3
Horvath-pan-mammalian	cg14258341	-0.070259047	clock3
Horvath-pan-mammalian	cg17829569	0.126888068	clock3
Horvath-pan-mammalian	cg19604874	0.304835722	clock3
Horvath-pan-mammalian	cg00292639	-0.158644765	clock3
Horvath-pan-mammalian	cg15546160	-0.008666375	clock3
Horvath-pan-mammalian	cg15913680	0.176597543	clock3
Horvath-pan-mammalian	cg12449245	0.137090626	clock3
Horvath-pan-mammalian	cg12967137	0.004198906	clock3
Horvath-pan-mammalian	cg13313332	-0.070683094	clock3
Horvath-pan-mammalian	cg14006844	-0.180874786	clock3
Horvath-pan-mammalian	cg12830057	0.435922245	clock3
Horvath-pan-mammalian	cg12965599	-0.09349389	clock3
Horvath-pan-mammalian	cg13655781	-0.000179108	clock3
Horvath-pan-mammalian	cg04228573	0.322903409	clock3
Horvath-pan-mammalian	cg04353319	0.003270907	clock3
Horvath-pan-mammalian	cg04404159	-0.20351729	clock3
Horvath-pan-mammalian	cg05506474	-0.044036761	clock3
Horvath-pan-mammalian	cg06386724	-0.001169925	clock3
Horvath-pan-mammalian	cg06391468	-0.444432263	clock3
Horvath-pan-mammalian	cg06493080	1.451140076	clock3
Horvath-pan-mammalian	cg07493901	-1.057702693	clock3
Horvath-pan-mammalian	cg15405572	-0.09868336	clock3
Horvath-pan-mammalian	cg25639084	0.003591662	clock3
Horvath-pan-mammalian	cg09161688	-0.021773657	clock3
DunedinPACE	cgO0112187	-0.14	
DunedinPACE	cgO0151250	0.152	
DunedinPACE	cgO0359421	0.106	
DunedinPACE	cgO0513564	-0.121	
DunedinPACE	cgO0532802	0.047	
DunedinPACE	cg00574958	-0.265	
DunedinPACE	cgO0668559	-0.091	
DunedinPACE	cgO0782811	0.076	
DunedinPACE	cgO0835193	-0.058	
DunedinPACE	cgO1055871	-0.232	
DunedinPACE	cgO1101459	0.063	
DunedinPACE	cgO1360413	0.015	
DunedinPACE	cgO1554316	0.515	
DunedinPACE	cgO1936220	-0.036	
DunedinPACE	cg02004723	0.009	
DunedinPACE	cgO2079413	0.209	
DunedinPACE	cgO2229095	0.024	
DunedinPACE	cgO2300147	0.148	
DunedinPACE	cgO2307277	0.037	
DunedinPACE	cgO2571857	0.091	
DunedinPACE	cg02650017	-0.594	
DunedinPACE	cgO2949067	-0.146	
DunedinPACE	cgO2997983	0.028	
DunedinPACE	cgO3604011	0.129	
DunedinPACE	cg03776935	0.158	
DunedinPACE	cgO3810769	0.027	
DunedinPACE	cgO3868770	-0.039	
DunedinPACE	cg04051458	0.168	
DunedinPACE	cgO4105250	0.111	
DunedinPACE	cgO4305539	-0.012	
DunedinPACE	cgO4565261	0.064	
DunedinPACE	cg04600984	0.18	
DunedinPACE	cgO4624885	0.074	
DunedinPACE	cgO4927537	0.044	
DunedinPACE	cgO5068951	0.023	
DunedinPACE	cg05085844	0.076	
DunedinPACE	cgO5239308	0.003	
DunedinPACE	cgO5304729	0.305	
DunedinPACE	cgO5487507	-0.051	
DunedinPACE	cgO5492170	0.04	
DunedinPACE	cgO5671350	0.099	
DunedinPACE	cgO5991820	0.011	
DunedinPACE	cgO6182811	-0.056	
DunedinPACE	cg06230206	0.043	
DunedinPACE	cgO6458557	0.104	
DunedinPACE	cgO6500161	0.575	
DunedinPACE	cgO6570125	0.617	
DunedinPACE	cgO6797880	0.011	
DunedinPACE	cgO6961233	0.113	
DunedinPACE	cg07019072	0.124	
DunedinPACE	cg07075169	-0.015	
DunedinPACE	cgO7123481	0.066	
DunedinPACE	cgO7244253	-0.021	
DunedinPACE	cg7471256	0.028	
DunedinPACE	cgO7550819	-0.007	
DunedinPACE	cg07589381	-0.047	
DunedinPACE	cgO8011245	0.062	
DunedinPACE	cg08225398	0.017	
DunedinPACE	cg08335662	-0.049	
DunedinPACE	cg08790676	0.04	
DunedinPACE	cgO9022325	0.144	
DunedinPACE	cgO9233395	-0.002	
DunedinPACE	cgO9349128	-0.227	
DunedinPACE	cgO9423875	-0.115	
DunedinPACE	cgO9626521	-0.019	
DunedinPACE	cg09756865	0.043	
DunedinPACE	cg09760057	0.105	
DunedinPACE	cgO9867945	0.134	
DunedinPACE	cgO9933458	0.008	
DunedinPACE	cgO9974965	-0.046	
DunedinPACE	cg10017843	-0.037	
DunedinPACE	cg10026495	0.112	
DunedinPACE	cg10053507	0.13	
DunedinPACE	cg10365246	0.081	
DunedinPACE	cg10919522	-0.3	
DunedinPACE	cg11095122	0.02	
DunedinPACE	cg11103390	0.013	
DunedinPACE	cg11202345	0.031	
DunedinPACE	cg11452501	-0.12	
DunedinPACE	cg11787522	0.024	
DunedinPACE	cg11835347	-0.122	
DunedinPACE	cg12041401	-0.062	
DunedinPACE	cg12446629	-0.036	
DunedinPACE	cg12547807	-0.185	
DunedinPACE	cg12820481	0.037	
DunedinPACE	cg13274938	0.303	
DunedinPACE	cg13300580	0.071	
DunedinPACE	cg13548189	0.006	
DunedinPACE	cg13586425	0.11	
DunedinPACE	cg13614083	0.034	
DunedinPACE	cg13702222	0.076	
DunedinPACE	cg13945148	0.042	
DunedinPACE	cg14110709	0.053	
DunedinPACE	cg14200569	0.026	
DunedinPACE	cg14702960	-0.295	
DunedinPACE	cg14816825	0.129	
DunedinPACE	cg14851284	0.064	
DunedinPACE	cg14876603	0.022	
DunedinPACE	cg14893274	0.035	
DunedinPACE	cg15192750	0.354	
DunedinPACE	cg15815084	-0.053	
DunedinPACE	cg15829969	0.027	
DunedinPACE	cg15919431	-0.025	
DunedinPACE	cg15948836	0.176	
DunedinPACE	cg16098955	0.111	
DunedinPACE	cg16413763	0.027	
DunedinPACE	cg16416715	0.04	
DunedinPACE	cg16609260	0.022	
DunedinPACE	cg16739178	0.095	
DunedinPACE	cg16924010	0.267	
DunedinPACE	cg16969872	-0.208	
DunedinPACE	cg17018786	0.367	
DunedinPACE	cg17061862	-0.077	
DunedinPACE	cg17439800	0.267	
DunedinPACE	cg17460386	0.44	
DunedinPACE	cg17501210	-0.395	
DunedinPACE	cg17749946	0.09	
DunedinPACE	cg17765387	0.042	
DunedinPACE	cg17804112	0.019	
DunedinPACE	cg17841545	0.048	
DunedinPACE	cg17901584	-0.182	
DunedinPACE	cg17966227	-0.004	
DunedinPACE	cg18181703	-0.359	
DunedinPACE	cg18500368	0.005	
DunedinPACE	cg18513344	-0.038	
DunedinPACE	cg18519757	0.043	
DunedinPACE	cg20025658	0.101	
DunedinPACE	cg20964064	0.06	
DunedinPACE	cg21355338	0.01	
DunedinPACE	cg21439498	-0.199	
DunedinPACE	cg21486834	0.213	
DunedinPACE	cg21566642	-0.199	
DunedinPACE	cg21787176	-0.039	
DunedinPACE	cg21885107	0.042	
DunedinPACE	cg22029879	0	
DunedinPACE	cg22036538	0.02	
DunedinPACE	cg22157099	0.011	
DunedinPACE	cg22367678	-0.154	
DunedinPACE	cg22488164	0.05	
DunedinPACE	cg22891595	0.101	
DunedinPACE	cg22912834	0.019	
DunedinPACE	cg23119487	0.019	
DunedinPACE	cg23152235	0.039	
DunedinPACE	cg23798387	-0.01	
DunedinPACE	cg23966795	0.028	
DunedinPACE	cg23997508	0.069	
DunedinPACE	cg24125710	0.179	
DunedinPACE	cg24174557	-0.058	
DunedinPACE	cg24268161	-0.134	
DunedinPACE	cg24318091	-0.022	
DunedinPACE	cg24352561	0.009	
DunedinPACE	cg24396875	-0.035	
DunedinPACE	cg24403644	0.011	
DunedinPACE	cg24531955	-0.115	
DunedinPACE	cg24737193	0.022	
DunedinPACE	cg24865132	-0.017	
DunedinPACE	cg24891125	0.044	
DunedinPACE	cg25243766	0.132	
DunedinPACE	cg25368647	-0.05	
DunedinPACE	cg25427524	0.083	
DunedinPACE	cg25683495	-0.146	
DunedinPACE	cg25751054	0.013	
DunedinPACE	cg25772418	0.03	
DunedinPACE	cg25923729	0.001	
DunedinPACE	cg26094651	0.012	
DunedinPACE	cg26180383	0.016	
DunedinPACE	cg26264318	0.067	
